* This data was exported from the Dayton Audio Test System: DATS
*
* Piston Diameter = 94.17 mm
* f(s)= 73.448 Hz
* R(e)= 7.8842 Ohms
* Z(max)= 45.506 Ohms
* Q(ms)= 2.5746
* Q(es)= 0.53955
* Q(ts)= 0.44607
* V(as)= 5.3964 liters     (0.19057 cubic feet)
* L(e)= 0.27399 mH
* n(0)= 0.37786 %
* SPL= 87.873 1W/1m
* M(ms)= 5.9282 grams
* C(ms)= 0.792 mm/N
* BL= 6.3228 
* K(r)= 0.23026 
* X(r)= 0.37563 
* K(i)= 0.0032802 
* X(i)= 0.75456 
*
*
Freq            Impedance       Phase
117.377    	18.683    	-48.168    
120.816    	17.994    	-45.990    
124.356    	16.762    	-45.257    
128.000    	15.935    	-45.511    
131.751    	15.372    	-45.983    
135.611    	15.180    	-44.733    
139.585    	14.366    	-42.517    
143.675    	13.613    	-43.241    
147.885    	13.408    	-42.581    
152.219    	13.036    	-41.423    
156.679    	12.485    	-39.964    
161.270    	12.080    	-40.271    
165.995    	11.898    	-38.534    
170.860    	11.449    	-37.661    
175.866    	11.186    	-36.705    
181.019    	10.985    	-35.887    
186.324    	10.648    	-34.442    
191.783    	10.512    	-33.881    
197.403    	10.228    	-32.441    
203.187    	10.082    	-31.514    
209.141    	9.905    	-30.577    
215.269    	9.703    	-29.365    
221.577    	9.615    	-28.332    
228.070    	9.426    	-27.423    
234.753    	9.322    	-26.306    
241.632    	9.200    	-25.243    
248.712    	9.113    	-24.382    
256.000    	8.985    	-23.302    
263.501    	8.913    	-22.285    
271.223    	8.820    	-21.304    
279.170    	8.755    	-20.327    
287.350    	8.677    	-19.419    
295.770    	8.611    	-18.390    
304.437    	8.561    	-17.529    
313.358    	8.501    	-16.593    
322.540    	8.455    	-15.660    
331.991    	8.413    	-14.747    
341.719    	8.373    	-13.820    
351.732    	8.342    	-12.916    
362.039    	8.321    	-12.037    
372.647    	8.301    	-11.183    
383.567    	8.290    	-10.329    
394.806    	8.283    	-9.521    
406.375    	8.283    	-8.804    
418.282    	8.278    	-8.144    
430.539    	8.256    	-7.501    
443.155    	8.234    	-6.779    
456.140    	8.220    	-6.006    
469.506    	8.213    	-5.223    
483.264    	8.214    	-4.446    
497.424    	8.220    	-3.705    
512.000    	8.225    	-2.994    
527.003    	8.236    	-2.274    
542.445    	8.249    	-1.536    
558.340    	8.271    	-0.826    
574.701    	8.301    	-0.158    
591.541    	8.336    	0.461    
608.874    	8.383    	0.980    
626.715    	8.420    	1.290    
645.080    	8.416    	1.510    
663.982    	8.377    	1.943    
683.438    	8.343    	2.627    
703.464    	8.330    	3.443    
724.077    	8.338    	4.282    
745.294    	8.364    	5.102    
767.133    	8.394    	5.873    
789.612    	8.435    	6.648    
812.749    	8.485    	7.364    
836.565    	8.538    	8.063    
861.078    	8.600    	8.757    
886.309    	8.675    	9.378    
912.280    	8.752    	9.909    
939.012    	8.832    	10.337    
966.527    	8.911    	10.638    
994.849    	8.964    	10.860    
1024.000    	8.961    	11.052    
1054.005    	8.952    	11.534    
1084.890    	8.960    	12.191    
1116.680    	8.985    	12.977    
1149.401    	9.032    	13.786    
1183.081    	9.100    	14.594    
1217.748    	9.186    	15.341    
1253.431    	9.280    	16.133    
1290.159    	9.413    	16.882    
1327.964    	9.543    	17.366    
1366.876    	9.687    	18.020    
1406.929    	9.864    	18.394    
1448.155    	10.050    	18.671    
1490.589    	10.260    	18.581    
1534.266    	10.426    	18.154    
1579.224    	10.530    	17.494    
1625.499    	10.551    	16.960    
1673.129    	10.549    	16.454    
1722.156    	10.435    	16.000    
1772.619    	10.268    	16.461    
1824.561    	10.221    	17.244    
1878.024    	10.207    	18.160    
1933.055    	10.258    	18.916    
1989.697    	10.328    	19.568    
