Freq,Impedance,Phase
23.290,11.394,17.182    
23.973,11.507,17.236    
24.675,11.627,17.269    
25.398,11.753,17.286    
26.143,11.883,17.289    
26.909,12.049,17.304    
27.697,12.206,17.330    
28.509,12.321,17.354    
29.344,12.449,17.335    
30.204,12.580,17.192    
31.089,12.684,16.963    
32.000,12.770,16.616    
32.938,12.899,16.219    
33.903,13.058,15.793    
34.896,13.247,15.394    
35.919,13.439,15.054    
36.971,13.616,14.804    
38.055,13.768,14.641    
39.170,13.903,14.511    
40.317,13.979,14.342    
41.499,14.011,14.057    
42.715,14.028,13.642    
43.967,14.084,12.894    
45.255,14.187,12.213    
46.581,14.338,11.782    
47.946,14.546,11.786    
49.351,14.580,12.366    
50.797,14.819,12.001    
52.285,15.093,10.262    
53.817,15.061,8.928    
55.394,15.146,8.470    
57.018,15.287,8.446    
58.688,15.475,8.751    
60.408,15.916,7.707    
62.178,15.823,4.329    
64.000,15.443,2.431    
65.875,15.413,1.650    
67.806,15.369,1.536    
69.792,15.106,1.666    
71.838,14.809,1.048    
73.943,14.732,0.119    
76.109,14.742,-0.272    
78.339,14.615,0.061    
80.635,14.281,-0.069    
82.998,14.124,-1.050    
85.430,14.232,-1.322    
87.933,14.141,-0.413    
90.510,13.786,-0.346    
93.162,13.677,-1.135    
95.892,13.732,-0.664    
98.701,13.492,0.279    
101.594,13.254,-0.264    
104.571,13.445,-0.113    
107.635,13.336,1.652    
110.789,13.036,1.460    
114.035,13.239,1.536    
117.377,13.214,3.092    
120.816,13.129,3.094    
124.356,13.469,4.188    
128.000,13.318,5.778    
131.751,13.557,5.424    
135.611,13.924,7.400    
139.585,13.951,7.889    
143.675,14.592,8.654    
147.885,14.845,9.428    
152.219,15.729,9.791    
156.679,16.203,10.446    
161.270,17.426,8.825    
165.995,18.416,8.493    
170.860,19.753,6.064    
175.866,20.798,2.537    
181.019,22.295,-2.628    
186.324,22.445,-9.024    
191.783,22.048,-16.003    
197.403,20.850,-21.375    
203.187,19.204,-25.387    
209.141,17.753,-27.459    
215.269,16.571,-28.103    
221.577,15.728,-28.806    
228.070,14.938,-29.156    
234.753,14.319,-29.922    
241.632,13.464,-30.723    
248.712,12.592,-30.266    
256.000,11.936,-28.979    
263.501,11.445,-27.428    
271.223,11.045,-25.881    
279.170,10.728,-24.311    
287.350,10.459,-22.815    
295.770,10.246,-21.322    
304.437,10.078,-20.012    
313.358,9.926,-18.687    
322.540,9.807,-17.353    
331.991,9.712,-16.204    
341.719,9.617,-15.082    
351.732,9.542,-13.962    
362.039,9.482,-12.908    
372.647,9.429,-11.912    
383.567,9.387,-10.894    
394.806,9.357,-9.976    
406.375,9.328,-9.077    
418.282,9.309,-8.194    
430.539,9.297,-7.339    
443.155,9.299,-6.592    
456.140,9.287,-5.886    
469.506,9.277,-5.197    
483.264,9.266,-4.462    
497.424,9.259,-3.729    
512.000,9.265,-3.026    
527.003,9.270,-2.307    
542.445,9.282,-1.601    
558.340,9.303,-0.918    
574.701,9.335,-0.271    
591.541,9.374,0.298    
608.874,9.417,0.748    
626.715,9.451,1.080    
645.080,9.453,1.297    
663.982,9.413,1.655    
683.438,9.373,2.289    
703.464,9.359,3.043    
724.077,9.363,3.811    
745.294,9.383,4.599    
767.133,9.413,5.387    
789.612,9.455,6.183    
812.749,9.514,6.964    
836.565,9.589,7.754    
861.078,9.684,8.524    
886.309,9.812,9.279    
912.280,9.983,9.906    
939.012,10.210,10.228    
966.527,10.460,9.987    
994.849,10.681,9.075    
1024.000,10.750,7.413    
1054.005,10.492,5.636    
1084.890,10.039,5.881    
1116.680,9.842,7.610    
1149.401,9.835,9.043    
1183.081,9.873,10.091    
1217.748,9.916,10.991    
1253.431,9.971,11.860    
1290.159,10.050,12.684    
1327.964,10.143,13.384    
1366.876,10.235,14.066    
1406.929,10.342,14.655    
1448.155,10.443,15.266    
1490.589,10.575,15.907    
1534.266,10.746,16.504    
1579.224,10.974,16.779    
1625.499,11.184,16.616    
1673.129,11.393,16.117    
1722.156,11.490,14.881    
1772.619,11.316,14.026    
1824.561,11.138,14.259    
1878.024,11.064,14.811    
1933.055,11.023,15.315    
1989.697,10.966,15.938    
2048.000,10.958,16.790    
2108.011,10.996,17.585    
2169.780,11.037,18.294    
2233.360,11.099,19.086    
2298.802,11.167,19.673    
2366.162,11.225,20.476    
2435.496,11.333,21.302    
2506.862,11.488,22.045    
2580.318,11.696,22.240    
2655.927,11.676,22.087    
2733.752,11.663,23.111    
2813.857,11.788,24.148    
2896.309,11.979,25.001    
2981.178,12.200,25.652    
3068.533,12.467,25.954    
3158.448,12.759,25.974    
3250.997,12.783,24.661    
3346.259,12.658,25.619    
3444.312,12.847,26.350    
3545.238,12.973,26.540    
3649.121,13.122,26.686    
3756.049,13.142,26.656    
3866.109,13.124,27.348    
3979.395,13.234,28.182    
4096.000,13.400,28.846    
4216.022,13.564,29.264    
4339.561,13.701,29.705    
4466.720,13.825,30.155    
4597.605,13.970,30.722    
4732.325,14.154,31.380    
4870.992,14.411,31.790    
5013.723,14.614,31.863    
5160.637,14.764,31.839    
5311.855,14.803,32.044    
5467.504,14.859,32.690    
5627.714,15.037,33.354    
5792.619,15.189,33.848    
5962.355,15.345,34.491    
6137.066,15.583,35.183    
6316.896,15.823,35.561    
6501.995,16.041,35.996    
6692.518,16.267,36.305    
6888.623,16.444,36.561    
7090.476,16.589,37.157    
7298.242,16.860,37.731    
7512.097,17.093,38.080    
7732.218,17.302,38.552    
7958.790,17.561,39.091    
8192.000,17.822,39.529    
8432.044,18.096,40.017    
8679.122,18.401,40.443    
8933.439,18.704,40.748    
9195.209,18.971,41.087    
9464.649,19.255,41.491    
9741.985,19.562,41.882    
10027.447,19.879,42.229    
10321.273,20.199,42.515    
10623.710,20.495,42.821    
10935.008,20.804,43.206    
11255.428,21.140,43.587    
11585.238,21.496,43.908    
11924.711,21.842,44.197    
12274.132,22.182,44.525    
12633.791,22.561,44.826    
13003.989,22.910,45.149    
13385.035,23.292,45.470    
13777.247,23.681,45.776    
14180.951,24.075,46.077    
14596.485,24.477,46.384    
15024.194,24.891,46.696    
15464.437,25.326,46.967    
15917.579,25.767,47.235    
16384.000,26.213,47.489    
16864.088,26.666,47.739    
17358.243,27.118,47.984    
17866.879,27.572,48.233    
18390.418,28.019,48.475    
18929.299,28.470,48.698    
19483.969,28.921,48.934    
20054.893,29.358,49.161    
20642.546,29.782,49.460    
