Freq,Impedance,Phase
591.541,9.262,0.240    
608.874,9.309,0.705    
626.715,9.340,0.983    
645.080,9.330,1.254    
663.982,9.296,1.659    
683.438,9.258,2.261    
703.464,9.244,3.020    
724.077,9.246,3.795    
745.294,9.263,4.591    
767.133,9.292,5.396    
789.612,9.333,6.197    
812.749,9.391,7.005    
836.565,9.463,7.810    
861.078,9.557,8.586    
886.309,9.679,9.349    
912.280,9.839,10.005    
939.012,10.049,10.407    
966.527,10.290,10.301    
994.849,10.514,9.594    
1024.000,10.655,8.183    
1054.005,10.487,6.098    
1084.890,9.996,5.832    
1116.680,9.751,7.658    
1149.401,9.733,9.127    
1183.081,9.766,10.280    
1217.748,9.812,11.206    
1253.431,9.870,12.123    
1290.159,9.956,12.987    
1327.964,10.057,13.678    
1366.876,10.143,14.336    
1406.929,10.251,14.963    
1448.155,10.360,15.561    
1490.589,10.490,16.216    
1534.266,10.670,16.852    
1579.224,10.919,17.119    
1625.499,11.160,16.803    
1673.129,11.340,15.838    
1722.156,11.284,14.783    
1772.619,11.145,14.567    
1824.561,11.045,14.839    
1878.024,10.990,15.253    
1933.055,10.940,15.775    
1989.697,10.910,16.427    
2048.000,10.913,17.133    
2108.011,10.930,17.902    
2169.780,10.987,18.653    
2233.360,11.054,19.322    
2298.802,11.094,19.900    
2366.162,11.149,20.774    
2435.496,11.261,21.558    
2506.862,11.382,22.271    
2580.318,11.541,22.860    
2655.927,11.688,22.986    
2733.752,11.655,23.333    
2813.857,11.737,24.486    
2896.309,11.918,25.359    
2981.178,12.127,26.115    
3068.533,12.422,26.575    
3158.448,12.729,26.400    
3250.997,12.777,25.062    
3346.259,12.601,25.965    
3444.312,12.776,26.844    
3545.238,12.948,27.270    
3649.121,13.129,27.164    
3756.049,13.165,27.309    
3866.109,13.140,27.560    
3979.395,13.199,28.570    
4096.000,13.363,29.333    
4216.022,13.540,29.881    
4339.561,13.710,30.387    
4466.720,13.880,30.788    
4597.605,14.036,31.038    
4732.325,14.148,31.778    
4870.992,14.411,32.320    
5013.723,14.638,32.449    
5160.637,14.835,32.469    
5311.855,14.855,32.409    
5467.504,14.898,33.180    
5627.714,15.092,33.916    
5792.619,15.269,34.354    
5962.355,15.415,34.954    
6137.066,15.648,35.664    
6316.896,15.902,36.084    
6501.995,16.135,36.483    
6692.518,16.368,36.773    
6888.623,16.540,37.011    
7090.476,16.695,37.660    
7298.242,16.975,38.211    
7512.097,17.217,38.568    
7732.218,17.437,39.009    
7958.790,17.698,39.524    
8192.000,17.967,39.964    
8432.044,18.250,40.443    
8679.122,18.564,40.861    
8933.439,18.873,41.166    
9195.209,19.149,41.484    
9464.649,19.440,41.880    
9741.985,19.755,42.245    
10027.447,20.082,42.581    
10321.273,20.404,42.861    
10623.710,20.707,43.150    
10935.008,21.020,43.523    
11255.428,21.365,43.895    
11585.238,21.731,44.211    
11924.711,22.087,44.482    
12274.132,22.438,44.794    
12633.791,22.818,45.094    
13003.989,23.181,45.402    
13385.035,23.572,45.715    
13777.247,23.969,46.005    
14180.951,24.375,46.294    
14596.485,24.787,46.575    
15024.194,25.211,46.865    
15464.437,25.654,47.140    
15917.579,26.106,47.386    
16384.000,26.567,47.630    
16864.088,27.029,47.856    
17358.243,27.486,48.086    
17866.879,27.937,48.307    
18390.418,28.377,48.523    
18929.299,28.808,48.720    
19483.969,29.225,48.930    
20054.893,29.614,49.128    
20642.546,29.942,49.382    
