Freq,Impedance,Phase
1183.081,9.945,10.102    
1217.748,9.990,11.019    
1253.431,10.047,11.915    
1290.159,10.131,12.775    
1327.964,10.235,13.460    
1366.876,10.325,14.089    
1406.929,10.430,14.717    
1448.155,10.550,15.293    
1490.589,10.675,15.829    
1534.266,10.839,16.388    
1579.224,11.049,16.669    
1625.499,11.255,16.618    
1673.129,11.490,16.148    
1722.156,11.579,14.809    
1772.619,11.387,13.986    
1824.561,11.215,14.321    
1878.024,11.151,14.859    
1933.055,11.097,15.340    
1989.697,11.043,16.053    
2048.000,11.048,16.869    
2108.011,11.078,17.644    
2169.780,11.120,18.421    
2233.360,11.199,19.217    
2298.802,11.275,19.709    
2366.162,11.316,20.557    
2435.496,11.432,21.369    
2506.862,11.579,22.140    
2580.318,11.800,22.476    
2655.927,11.826,22.080    
2733.752,11.762,23.102    
2813.857,11.895,24.207    
2896.309,12.079,25.033    
2981.178,12.288,25.775    
3068.533,12.587,26.231    
3158.448,12.891,26.043    
3250.997,12.934,24.726    
3346.259,12.766,25.693    
3444.312,12.976,26.465    
3545.238,13.119,26.755    
3649.121,13.262,26.580    
3756.049,13.253,26.887    
3866.109,13.265,27.497    
3979.395,13.385,28.348    
4096.000,13.547,28.959    
4216.022,13.705,29.399    
4339.561,13.849,29.969    
4466.720,14.014,30.372    
4597.605,14.146,30.788    
4732.325,14.322,31.535    
4870.992,14.592,31.933    
5013.723,14.806,31.981    
5160.637,14.946,32.009    
5311.855,15.003,32.130    
5467.504,15.039,32.776    
5627.714,15.232,33.543    
5792.619,15.394,33.989    
5962.355,15.552,34.650    
6137.066,15.795,35.330    
6316.896,16.049,35.720    
6501.995,16.274,36.100    
6692.518,16.501,36.424    
6888.623,16.685,36.677    
7090.476,16.834,37.267    
7298.242,17.108,37.840    
7512.097,17.349,38.206    
7732.218,17.570,38.652    
7958.790,17.830,39.165    
8192.000,18.096,39.617    
8432.044,18.379,40.099    
8679.122,18.689,40.528    
8933.439,19.004,40.841    
9195.209,19.284,41.145    
9464.649,19.569,41.537    
9741.985,19.883,41.919    
10027.447,20.206,42.256    
10321.273,20.529,42.533    
10623.710,20.831,42.832    
10935.008,21.144,43.211    
11255.428,21.490,43.585    
11585.238,21.854,43.907    
11924.711,22.209,44.178    
12274.132,22.559,44.499    
12633.791,22.941,44.795    
13003.989,23.305,45.107    
13385.035,23.695,45.422    
13777.247,24.090,45.722    
14180.951,24.493,46.015    
14596.485,24.905,46.304    
15024.194,25.330,46.592    
15464.437,25.773,46.869    
15917.579,26.225,47.121    
16384.000,26.684,47.368    
16864.088,27.146,47.605    
17358.243,27.602,47.838    
17866.879,28.050,48.063    
18390.418,28.491,48.284    
18929.299,28.922,48.485    
19483.969,29.343,48.688    
20054.893,29.734,48.901    
20642.546,30.067,49.151    
