Freq,Impedance,Phase
36.971,14.061,16.043    
38.055,14.237,15.844    
39.170,14.387,15.603    
40.317,14.490,15.303    
41.499,14.580,14.887    
42.715,14.663,14.310    
43.967,14.750,13.399    
45.255,14.894,12.414    
46.581,15.062,11.709    
47.946,15.194,11.443    
49.351,15.246,10.048    
50.797,15.367,9.887    
52.285,15.399,9.023    
53.817,15.442,8.198    
55.394,15.544,7.657    
57.018,15.641,7.615    
58.688,15.726,7.676    
60.408,15.806,7.174    
62.178,15.885,5.644    
64.000,15.984,3.594    
65.875,16.080,2.273    
67.806,16.088,1.680    
69.792,15.840,1.016    
71.838,15.537,-0.167    
73.943,15.376,-1.287    
76.109,15.399,-1.933    
78.339,15.108,-1.720    
80.635,14.693,-2.062    
82.998,14.548,-3.098    
85.430,14.631,-3.146    
87.933,14.475,-2.274    
90.510,14.133,-2.470    
93.162,14.045,-3.216    
95.892,14.033,-2.838    
98.701,13.726,-2.263    
101.594,13.526,-2.815    
104.571,13.699,-2.323    
107.635,13.493,-0.753    
110.789,13.227,-1.112    
114.035,13.394,-1.079    
117.377,13.274,0.107    
120.816,13.162,0.009    
124.356,13.379,1.491    
128.000,13.137,2.677    
131.751,13.428,2.273    
135.611,13.683,4.270    
139.585,13.676,4.684    
143.675,14.184,6.089    
147.885,14.473,6.464    
152.219,15.315,6.226    
156.679,15.424,6.633    
161.270,16.553,5.388    
165.995,17.085,3.484    
170.860,17.083,1.860    
175.866,17.382,2.319    
181.019,18.989,1.747    
186.324,19.949,-2.097    
191.783,20.876,-7.449    
197.403,20.989,-13.272    
203.187,20.416,-18.750    
209.141,19.496,-24.082    
215.269,17.912,-27.905    
221.577,16.501,-29.988    
228.070,15.265,-30.944    
234.753,14.190,-31.333    
241.632,13.252,-30.692    
248.712,12.546,-29.657    
256.000,11.965,-28.600    
263.501,11.465,-27.279    
271.223,11.066,-25.840    
279.170,10.755,-24.365    
287.350,10.481,-22.932    
295.770,10.253,-21.435    
304.437,10.072,-20.110    
313.358,9.920,-18.765    
322.540,9.801,-17.443    
331.991,9.700,-16.275    
341.719,9.608,-15.141    
351.732,9.532,-14.019    
362.039,9.467,-12.990    
372.647,9.414,-11.977    
383.567,9.367,-10.971    
394.806,9.334,-10.031    
406.375,9.306,-9.108    
418.282,9.288,-8.232    
430.539,9.281,-7.399    
443.155,9.277,-6.655    
456.140,9.260,-5.948    
469.506,9.253,-5.233    
483.264,9.241,-4.500    
497.424,9.234,-3.758    
512.000,9.239,-3.034    
527.003,9.249,-2.337    
542.445,9.259,-1.627    
558.340,9.278,-0.939    
574.701,9.313,-0.286    
591.541,9.353,0.272    
608.874,9.399,0.706    
626.715,9.430,0.990    
645.080,9.419,1.219    
663.982,9.378,1.647    
683.438,9.346,2.280    
703.464,9.333,3.011    
724.077,9.334,3.774    
745.294,9.351,4.560    
767.133,9.379,5.362    
789.612,9.422,6.152    
812.749,9.479,6.925    
836.565,9.552,7.720    
861.078,9.645,8.487    
886.309,9.765,9.228    
912.280,9.926,9.879    
939.012,10.138,10.263    
966.527,10.382,10.137    
994.849,10.604,9.384    
1024.000,10.719,7.929    
1054.005,10.544,6.024    
1084.890,10.073,5.783    
1116.680,9.834,7.520    
1149.401,9.807,8.992    
1183.081,9.840,10.131    
1217.748,9.887,11.062    
1253.431,9.948,11.970    
1290.159,10.034,12.801    
1327.964,10.133,13.472    
1366.876,10.218,14.131    
1406.929,10.325,14.741    
1448.155,10.430,15.361    
1490.589,10.567,15.986    
1534.266,10.748,16.603    
1579.224,10.997,16.831    
1625.499,11.229,16.480    
1673.129,11.403,15.580    
1722.156,11.368,14.457    
1772.619,11.194,14.160    
1824.561,11.082,14.526    
1878.024,11.025,15.008    
1933.055,10.982,15.552    
1989.697,10.954,16.232    
2048.000,10.964,16.893    
2108.011,10.982,17.645    
2169.780,11.040,18.400    
2233.360,11.105,19.040    
2298.802,11.142,19.618    
2366.162,11.202,20.489    
2435.496,11.312,21.255    
2506.862,11.432,21.929    
2580.318,11.589,22.477    
2655.927,11.704,22.575    
2733.752,11.681,23.083    
2813.857,11.776,24.162    
2896.309,11.957,25.014    
2981.178,12.173,25.738    
3068.533,12.444,26.013    
3158.448,12.717,26.148    
3250.997,12.820,24.756    
3346.259,12.638,25.534    
3444.312,12.798,26.370    
3545.238,12.940,26.707    
3649.121,13.103,26.853    
3756.049,13.177,26.858    
3866.109,13.123,27.147    
3979.395,13.189,28.189    
4096.000,13.358,28.931    
4216.022,13.532,29.454    
4339.561,13.696,29.900    
4466.720,13.834,30.269    
4597.605,13.995,30.701    
4732.325,14.124,31.330    
4870.992,14.375,31.853    
5013.723,14.590,31.959    
5160.637,14.772,31.959    
5311.855,14.778,31.973    
5467.504,14.826,32.786    
5627.714,15.016,33.489    
5792.619,15.188,33.941    
5962.355,15.333,34.572    
6137.066,15.572,35.271    
6316.896,15.813,35.638    
6501.995,16.035,36.056    
6692.518,16.255,36.358    
6888.623,16.423,36.620    
7090.476,16.575,37.259    
7298.242,16.850,37.806    
7512.097,17.084,38.172    
7732.218,17.295,38.633    
7958.790,17.554,39.162    
8192.000,17.813,39.612    
8432.044,18.091,40.096    
8679.122,18.398,40.518    
8933.439,18.698,40.817    
9195.209,18.962,41.142    
9464.649,19.248,41.561    
9741.985,19.557,41.949    
10027.447,19.879,42.297    
10321.273,20.195,42.574    
10623.710,20.491,42.883    
10935.008,20.798,43.266    
11255.428,21.138,43.651    
11585.238,21.492,43.974    
11924.711,21.839,44.250    
12274.132,22.183,44.589    
12633.791,22.559,44.883    
13003.989,22.911,45.214    
13385.035,23.295,45.532    
13777.247,23.681,45.836    
14180.951,24.075,46.137    
14596.485,24.477,46.436    
15024.194,24.894,46.746    
15464.437,25.332,47.019    
15917.579,25.772,47.285    
16384.000,26.216,47.536    
16864.088,26.672,47.782    
17358.243,27.124,48.033    
17866.879,27.578,48.274    
18390.418,28.032,48.511    
18929.299,28.481,48.743    
19483.969,28.928,48.973    
20054.893,29.362,49.209    
20642.546,29.788,49.497    
