Freq,Impedance,Phase
1084.890,10.337,6.308    
1116.680,10.214,8.329    
1149.401,10.220,9.693    
1183.081,10.263,10.800    
1217.748,10.314,11.755    
1253.431,10.390,12.721    
1290.159,10.489,13.512    
1327.964,10.588,14.313    
1366.876,10.727,15.065    
1406.929,10.875,15.589    
1448.155,11.028,16.167    
1490.589,11.231,16.599    
1534.266,11.460,16.677    
1579.224,11.669,16.268    
1625.499,11.785,15.706    
1673.129,11.853,14.912    
1722.156,11.740,14.147    
1772.619,11.543,14.208    
1824.561,11.431,14.907    
1878.024,11.408,15.680    
1933.055,11.420,16.280    
1989.697,11.412,16.900    
2048.000,11.433,17.735    
2108.011,11.475,18.476    
2169.780,11.543,19.242    
2233.360,11.624,19.964    
2298.802,11.729,20.538    
2366.162,11.784,21.206    
2435.496,11.898,22.031    
2506.862,12.054,22.829    
2580.318,12.345,23.261    
2655.927,12.331,22.353    
2733.752,12.254,23.726    
2813.857,12.416,24.791    
2896.309,12.617,25.589    
2981.178,12.872,26.292    
3068.533,13.188,26.595    
3158.448,13.494,26.567    
3250.997,13.645,24.833    
3346.259,13.373,25.705    
3444.312,13.635,26.091    
3545.238,13.589,26.134    
3649.121,13.607,26.570    
3756.049,13.632,27.500    
3866.109,13.780,28.460    
3979.395,14.017,29.207    
4096.000,14.239,29.335    
4216.022,14.344,29.711    
4339.561,14.519,30.253    
4466.720,14.672,30.694    
4597.605,14.896,31.272    
4732.325,15.162,31.299    
4870.992,15.294,31.484    
5013.723,15.426,31.494    
5160.637,15.485,31.887    
5311.855,15.616,32.386    
5467.504,15.739,32.980    
5627.714,15.925,33.525    
5792.619,16.105,34.079    
5962.355,16.298,34.591    
6137.066,16.546,35.214    
6316.896,16.793,35.509    
6501.995,17.005,35.922    
6692.518,17.247,36.270    
6888.623,17.434,36.535    
7090.476,17.628,37.124    
7298.242,17.908,37.563    
7512.097,18.138,37.913    
7732.218,18.378,38.384    
7958.790,18.639,38.835    
8192.000,18.917,39.342    
8432.044,19.247,39.772    
8679.122,19.576,40.039    
8933.439,19.857,40.281    
9195.209,20.130,40.628    
9464.649,20.430,41.022    
9741.985,20.761,41.386    
10027.447,21.091,41.664    
10321.273,21.407,41.927    
10623.710,21.715,42.253    
10935.008,22.051,42.605    
11255.428,22.410,42.936    
11585.238,22.777,43.220    
11924.711,23.133,43.488    
12274.132,23.494,43.805    
12633.791,23.887,44.072    
13003.989,24.258,44.356    
13385.035,24.650,44.646    
13777.247,25.048,44.925    
14180.951,25.457,45.214    
14596.485,25.880,45.492    
15024.194,26.320,45.753    
15464.437,26.768,46.000    
15917.579,27.221,46.229    
16384.000,27.682,46.459    
16864.088,28.150,46.680    
17358.243,28.613,46.894    
17866.879,29.069,47.102    
18390.418,29.513,47.310    
18929.299,29.950,47.496    
19483.969,30.368,47.690    
20054.893,30.757,47.896    
20642.546,31.088,48.145    
